40	Criminal Actions Against Officers of Failed Financial Institutions
47	Computer-aided Crime Detection
48	Fiber Optics Applications
51	Catastrophic Health Insurance
52	Find Innovative Companies
57	Generic Drug Substitutions
60	Death from Cancer
61	RDT&E of New Cancer Fighting Drugs
63	Anti-smoking Actions by Government
66	McDonnell Douglas Contracts for Military Aircraft
67	The Human Genome Project
69	Industrial Espionage
70	U.S. Political Campaign Financing
71	Coping with overcrowded prisons
72	Insurance Coverage which pays for Long Term Care
75	Causes and treatments of multiple sclerosis (MS)
83	Cost of Garbage/Trash Removal
85	Use of Mutual Funds in an Individual's Retirement Strategy
88	Hazardous Waste Cleanup
92	U. S. Restaurants in Foreign Lands
100	Efforts to Improve U.S. Schooling
104	Non-invasive procedures for persons with heart ailments
105	Environmental Protection
110	Firefighter Training
116	Electric Automobiles
117	Herbal Food Supplements/Natural Health Care Products
121	Electronic Surveillance
128	Animal husbandry for exotic animals
129	Deaths from Scuba Diving
131	Air Traffic Control Systems
142	Marine Vegetation
143	Unexplained Highway Accidents
147	Modern Slavery
158	Metabolism
167	transportation tunnel disasters
168	rabies
178	cigar smoking
187	organic soil enhancement
200	poaching, wildlife preserves
203	salvaging, shipwreck, treasure
218	Greek, philosophy, stoicism
219	Estonia, economy
232	hunger
252	DNA Testing
1008	customers' requests on the home services
1016	funding programs for adult education
1017	digitized newspaper
1025	Hampton business directory including company name, contact number, email, address, vendor and so on.
1032	child abuse
1033	Education High Schools, college career rate, school name, location, graduation rate
1040	Audit Community Survey
1047	city governance, mayor duties, voting
1048	victims and offenders under the age of 18
1051	GeoSpecies Knowledge Base, Species, Ecoregion Classification
1052	energy star markets
1057	music genre, copyright year, license, creators' emails, organizations' emails
1060	Chattanooga published city datasets
1061	Chinook protection, stock, salmon recovery region, species
1063	dblp conference location
1066	photos of Southampton buildings, 800 pixels
1067	air quality permit
1069	Joy Taylor artist work
1070	Spanish Terminology
1071	University of Southampton phone service
1072	roof material
1075	soil erosion control
1083	Cities and graduation rates of high schools offering Spanish courses in the United States
1085	the purpose of the workforce development fund and preparation
1088	2017 school address
1092	GeoSpecies datasets
1104	measles immunization Washington State
1105	City of Chattanooga data steward s email address
1110	Financial Literacy Resource provided by organization name
1117	archaeological heritage
1121	closed cases in September 2018
1128	children care program
1129	agency to reduce homeless individuals
1131	Personal profiles from realify
1142	housing cases in July 2018
1143	publishing open data
1147	comments for clean fuels program
1158	admin for children's services
1167	wikidata alignment
1168	public safety expenditures
1178	Italian parliamentary activities
1187	lobbyist gifts for alderman
1188	Election results by party
1200	Activity Expenses
1208	incidents 2017
1218	youth commission
1220	education for the deaf-mute and the blind
1221	child blood lead levels
1241	IEEE conferences
7	AIDS treatments
13	New Medical Technology
20	Leveraged Buyouts
26	Information Retrieval Systems
34	FRG Political Party Positions
49	Fiber Optics Equipment Manufacturers
58	Capacity of the U.S. Cellular Telephone Network
74	Efforts to enact Gun Control Legislation
77	Acid Rain
89	Real-life private investigators
90	English as the Official Language in U.S.
97	Difference of Learning Levels Among Inner City and More Suburban School Students
98	Beachfront Erosion
107	Computer Security
114	Outpatient Surgery
136	African Civilian Deaths
137	New Hydroelectric Projects
138	Implant Dentistry
141	Hydroponics
149	Income Tax Evasion
150	Adoptive Biological Parents
153	Land Mine Ban
154	Airport Security
155	Overseas Tobacco Sales
160	Soil Pollution
165	clothing sweatshops
170	commercial cyanide uses
171	anorexia nervosa bulimia
173	health insurance holistic
176	Nobel prize winners
182	hydrogen fuel automobiles
186	radioactive waste
190	robotics
193	tourism
201	tropical storms
210	carbon monoxide poisoning
212	suicides
215	declining birth rates
217	profiling, motorists, police
221	railway accidents
222	deregulation, gas, electric
224	inventions, scientific discoveries
227	U.S., investment, Africa
230	antibiotics ineffectiveness
236	deer
237	incandescent light bulb
242	Royal Carribean Cruise Lines
245	car traffic report
247	gps clock
250	us savings bonds
1006	stations of the permanent art program
1007	roof insurance companies and policies
1013	music genre
1014	chinook stock
1020	start and end times of conferences
1026	resource type of IEEE datasets
1027	Canada Core Subject Thesaurus, English, French
1034	British National Bibliography, book and its author, topic, name, language
1049	vending machines, beverage, drink offering
1077	evaluation contract of USAID
1080	offenders under 18
1082	programs, contracts and department division of child abuse in San Francisco
1091	species datasets creators
1094	txn.owl creator
1098	IT Project start time and end time
1102	University of Southampton  room features
1111	Customer Service Requests comments
1113	package store in Suffield
1114	Comments supports low emission vehicles in the email
1119	agency about civil service
1122	outreach activities June
1127	cases for city planning 2013
1136	threatened salmonid species
1140	drones use type
1141	title and description of social web content
1145	lobbyists
1146	Alderman application requirements
1148	environmental protection budget
1151	lobbyists names and addresses
1156	building structure
1162	DEQ organization
1164	Derby
1169	postalCode 05202 CEDEX locations
1174	legislative action
1177	intellectual disability
1184	monument classification
1201	senior manager of data and assessment
1202	Hartford Planning Regions
1206	Community Investment
1210	passenger safety
1211	lobbyists register date
1216	trout recovery plans
1225	pacific islander
1226	neighborhood councils
1228	district attorney
1238	State Agency
1239	Finnish municipalities
1240	gross wages of police officer
